document	label
오래전 vod에서도 상영한듯.....	0
사다코가 1보다 비중이 줄었다..	0
개비추 입니다...ㅡㅡ 성룡나온다고 보지마세요. 정말 재미없어요...	0
잘나가던 유오성 이상한 작품을... 장진감독 초반작품들은 좋았는데~	0
그래서 그해서 그게 왜 마녀인데?	0
이건대명작이다꼭봐야됨	1
보다가 자고 ,, 결말은 재미있겠지 오기로 보다가 자고..젠장 ,,	0
초2때보고 아무감흥도 없이 액션씬 재밋게봤는데...지금다시보니 소름...요즘 이런영화 자주안나오는데 진짜 재밋게 다시봤다	1
최진실 하하하	0
더럽게 재미없다. 이딴걸 영화라고 처만들어? 2점부터 점수준것들 M창	0
유사라 카메오출연... 막판1분 등장후 끝남	0
요즘너무재밋엇짐ㅜㅜ초반에어색함땜에시청률넘아쉽다..좀만참으면진짜재밋으니까다들봣으면..심은경씨두연기자리잡앗는뎅ㅠㅠ	1
지창욱 너무 좋아요♥♥	1
최고!!! 설명이 필요없음 역시 코난이 진리여	1
가벼운 마음으로 본 영화인데, 무언가 얻어가는 느낌이 들었다. 행복해지는 방법을 알아내려고 공부하려고 한 내가 바보같아 졌다.	1
하..벌써 17년이 지났구려...부모님 안계시던 토욜밤 혼자서 커다란베개를 안고 귀신언제나오나...하고 봤던 기억이...	0
정말 감동적이면서 간간히 웃음도 함께주는.영화네요. 최고의 감동. 다시 한번 보게 될 것 같습니다.	1
아직 커쇼나 페드로 방어율에 비해서 부족하다.	0
멋지고 재밌다 굿굿	1
할머니,어머니세대의 애환과 아픔을 느낄 수 있었어요. 오랜만에 가슴 뭉클한 영화!	1
재미있게 봤습니다. 중반쯤보면 대충 범인이 예상되긴하지만 시종일관 이야기를 긴장감 넘치게 끌고나가는 감독의 역량덕에 좋은 평가를 하고싶은 영화입니다.	1
4.44 대동단결 4.44점 맞춰보자	0
아 더빙.. 진짜 짜증나네요 목소리	0
삼류중의 삼류. 이민호... 동안도 아닌데 고딩이라니... 어이없다	0
내가4.44를하도록하지	0
어린 레지나만 귀여웠다..재미도 없고 감동도 없는영화	0
[ 스토리 3, 비주얼 2, 연출 2, 연기 4 ] 박건형의 연기와 개드립이 살렸다.	0
솔직히 임시완은 아예 연기자로 전향했으면 좋겠을정도로 연기를 잘 한다. 물론 기분나쁠수도 있다만. 하여튼 미생은 진짜 소장해두고싶딘.	1
비행기 폭파씬은 아직도 기억나는 명장면.	1
익히 너무나 친숙한 내용.	0
이건 좀 별로다....	0
이거 잠시 한번 봐봤는데 와 OOO CG가 무슨 OOO기야. 매트릭스랑 터미네이터랑 반지의제왕이랑 너무 차이나자나 시.버ㅏㄹ ㅋㅋㅋㅋㅋㅋㅋ	0
영화는 재밌음, 보고나니깐 빅뱅재현이라는 반물질에 관심이	1
커피숖에서 내려올 때의 생일 축하 씬이 참 멋스럽습니다.	1
감동..또봐야지나중에	1
아이거 어릴때 영화관에서봣었는데ㅋㅋ 오랜만이네 ㅋㅋ 다시보고싶다 ㅋㅋ	1
사형선고를 내려도 전혀 아깝지 않다..	0
한국 영화에 아무것도 기대 안하게 된 결정적인 이유.이딴 영화에...김선아만 아깝다.	0
이제는안통한다...	0
지금껏 봐온 많은 영화 중에서 O.S.T가이렇게나 좋았던 영화는 처음입니다! 주인공들의 이야기 하나하나가 노래로 잘 표현된 영화입니다! 이런 영화를 140자로 표현해야 하는게 아쉬울 정도네요ㅠ 음악을 좋아하시는 분들께 정말 추천해드리고 싶습니다~!^^	1
최근 작품들 중에서는 제일 재밌는것 같습니다.전회를 구매하길 잘했다는생각이 듭니다.	1
와... 이런 느낌의 영화 정말 좋다! 평화롭고 고요하고.. 이런 느낌의 영화를 뭐라고 설명하지...	1
삼류? 뭐가 삼류덴?...개똥철학이 들어 있는 영화만 일류 영화냐? 가루지기는 정성껏 만든 작품이다!!...춤...노래...그래픽..재미...그리고 A급 배우 다 있다...성을 가지고 해학적으로 잘 만들어진 영화다!! 이게 왜 3점이야? 개티즌들	1
판타지다 이건	0
으헝..ㅠ 드뎌 우재랑 실비아최 만남..ㅠㅠ 대박 감동,,,다음화 빨랑 보고 싶으다이제 이 드라마가 상영될 기간이 별로 안남았다는게 너무 섭섭하네요..ㅠ	1
기대 안하고 봤는데 생각보다 잔잔하니 좋았어요~효민 나무 둘레 돌면서 웃는거 정말 너무 이쁘고요~	1
분위기가 너무 좋았다	1
착한영화... 그리고... 재미없습니다	0
굿!! 말이따로필요없음	1
클로이모레츠와 킥애스의 짝퉁을 보는 느낌. 모레츠의 매력을 훙내낼순없지	0
만점까진아니고.. 일단 이건 개봉후부터 지금까지 7번인가봤는데 볼때마다 새로운거같음. 연기들 잘하고 카메론디아즈나 디카프리오 외모가 떨어지지않았을때라 계속 보게됨.	1
거물급 정치인이 호텔도 아니고 별장도 아닌 여관????	0
이게 소설이라면 모르겠으나 영화로선 쓰레기. 이런게 페미니즘? 픕~	0
카메라, 캐스팅, 음악까진 좋았으나 전체적으로 흐르는 스토리 연출이 너무 빈약함. 가벼운 주제가 아닌데도 그렇게 끌어가지 못하고 이도 저도 아닌 결말. 시간 때우기용에도 좀 못미침	0
잠수함 지존 최고 인생의 영화라하는사람들 특전U보트롤 못봤겠지.......	0
겉으론 시청자의 눈높이에 맞춘 듯하나 드라마상 여성 이미지는 작가 희망사항인듯. 결국자신들의 행복위해 상식이하의 행동들을 보인 등장인물들	0
잊지못할 그 바닷속 엔딩씬..	1
재밋어욬ㅋ	1
이영화를 본지 몇년이 지났어도 기억이남는 영화ㅡ넘넘 재밌고흥미롭게 봤어요ㅡ김인권씨 연기가 가장깅기억에남네요	1
평점 3점도 아까운 쓰레기 영화. 브로디가 왜 판매중지 소송했는지 알겠네.	0
이념이 무엇이든, 정치 체제가 무엇이든 삶은 계속된다. 그것이 절망 속 일 지라도...	1
뒤로 갈수록 좀 괜찮아지기는 하지만 앞부분부터 중간까지는 정말 지루해 죽는줄 알았다 너무 질질 끄는 느낌...? 결말도 생각보다 시시해서 실망;; 기대를 너무 많이 하고 봐서 그런진 몰라도 개인적으로 별로였던 스릴러영화..	0
시원한 맨몸비행~	1
미연씨 너무 쿨하시고 아름다워요화이팅^^	1
이런 영화들이 많이 나와야됩니다... 정말 좋은 영화~	1
시간 많고 할거없을때..유명하지않고 본사람이 적은 이유가 뭘지 잘생각한후에 보세요 5~6점정도면 그럭저럭	0
후..해도해도 너무하네..	0
헐리웃영화 따라한건가 ㅋㅋ	0
재상영 안하나요? 대단한 영화	1
새벽에잠이안와서영화채널돌려보다가답답함에극을보여주네요정말보면서답답해서티비끔ㅡㅡ	0
삼류 스토리	0
아이가 너무 즐겁게 보는 모습에 같이 즐거워졌던 영화였던것같아요^^	1
팔콘 얼굴이 멍멍이같다는것만 빼면 괜찮은 CG. 책만큼은 아니어도 잘 만든 영화!/ㅅ/	1
아 웃기기도하고 감동있는 영화	1
제 취향은 아니네요~~~~	0
방금 구매해서 봤습니다. 이런 영화 만드는 게 정말 쉬운 일이 아니죠. 용기 내주신 감독님께 정말 감사드려요. 앞으로의 행보가 더 기대됩니다. 포맷 좋았어요.ㅎㅎ	1
알파치노가 살린영화 여운이 잘남네요.	1
우와 재밋겟다아아.. 못봣는데 재밋을듯해요!!	1
제목이 비슷해서 몰르고 2편에다 평점 남겼는데 지우고 여기에 남긴다. 농담 안하고 엑소시즘물 영화 중에서 가장 허접 쓰레기 영화라고 자부한다.	0
난 좋았는데요..... 괜찮았어요	1
10점만으로도 부족하고, 이 영화는 못해도 1년에 한번 쯤은 개봉해서 초등학생들이 꼭 단체 감상하고 넘어가야 한다.	1
범죄 도시. 까리하고 재밌는디 너무 잔인해유.	1
어릴때 재밌게 봤구 지금봐도 재밌는 애니...@_@	1
평점이 너무 낮아서 기대안했는데 기분좋은영화였어용ㅋㅋㅋㅋ	1
다이하드전에나왔으면,,헐..모방한건가,,별루네여.	0
공부 열심히 합시다 공부 안하면 저런 OO인생 삽니다.	1
보고싶은데 어디 영화관에서 볼 수 있지?롯데시네마 CGV 다 안하네 ㄷㄷ	1
너무 억지로 시적이다	0
1인칭 시점의 영화들 많이 봐왔지만 이렇게 답답하고 짜증만 나는 영화는 처음이네...여자 너무 싫어 소리만 지르고.. 시끄럽고 ...위기를 탈출하려는 뭔가 박진감도 없고 보는내내 지루하고 무섭지도 않아..	0
지금까지 개봉된 애니영화중 5위안에 들어감 점수는 당연10 7점이하는 뭐하는사람이지? 공감을 못하는가 점수주는거 이해를 못하는가??	1
장르가 참..범죄,스릴러,멜로,애정,로멘스... 딱봐도 망할 영화	0
감독님, 33년작을 보기나 하셨나요?	0
최악의 공포영화,, ㅡㅡ; 전혀 무섭지 않다	0
평점 2점대인 드라마는 처음본다;; 얼마나 재미없길래;;	0
이게 인도 명작이면 인도 수준이 왕 떨어지는구나. 다신 인도영화 안보겠음.. 주제도 개연성도 결말도 개떡같음	0
이영화 초딩 때 매우 설레는 마음으로 봤었지.근데 등급이??	1
남자는 어떻게 사는가.	1
락을 좋아하는 나에게는 OST만으로도 만점!!	1
이거 왜 7위일까? 솔직히 말해서 쓰레기다	0
개 코믹스럽다가 슬프다가..웃픈영화다	1
스토리도 없이 재미도 없고 뜬금없는 장면 뿐... 정말 어이가 없다 ㅡㅡ 전편 기대하고 봤더니 이건 뭐,.. 피. 슴가 이게 전부	0
중반 이후부터 재밌어요~ 카우의 표정 너무 섬뜩했으..	1
ㅋㅋㅋㅋㄱㄱ잼잇닼ㅋㅋㄱ	1
영화에 비해 평점이 너무 낮네요	1
그냥멸망? 외계인같은게나와서 멸망하는것도아니고	0
식상하고 상투적인 표현, 솔직히 요스케 아니었으면 안봤을거다.	0
1편부터 변함없는 유치한 스토리 개그	0
한마디로 쓰레기 두마디로 쓰레기영화 세마디로 핵페기물쓰레기 영화	0
짱재밌었음ㅋㅋ	1
1점주기도 아까운영화 아놔 시간 아꿉다 진부함의 끝판왕	0
뭐 이리 지루한가..1점준것중에 한국영화는 죄다 8~10점준 M창있네	0
송강호의 박쥐 보다가 이영화까지 오게된사람 손	1
가슴졸이며 본 영화. 승리는 복수가 아니라 끝까지 죽지않고 버티는 것.	1
아... 중간중간 조금씩 웃기긴한데 너무 불쌍하다 ㅠㅠ 덧없이 사라졌어	0
인디아나존스의 냄새만 풍기는 홍콩판 보물찻기	0
한국 슬래셔의 처참한 시작. 모든 출연진이 어색하고 매력도 없음.	0
진짜 재밌게 봤는데 진구를 다시 보게 된 작품.. 짱	1
기대하세요. 감동의 물결이 밀려옵니다.	1
오랜만에 대사 하나 하나 공감가는 드라마 ! 오늘도 기대된다 ~~~~	1
김수현짱	0
약간고어물이긴한데 되게재밌네ㅋㅋㅋ	1
관객모두일어나 기립박수를 쳤던 영화랍니다..	1
레드포드의 팔뚝의 다이아몬드.진정한 사랑이라고 생각합니다	1
제 점수는요 2....	0
지금 나는 자유를 누리고 있는가? 아니 어쩌면 자유가 어떤 것인지 재대로 알고 있기나 한건지 모르겠다. 인생의 꿈이라고 간직해온 내 마음속의 여러 환상들이 역겨워지는 순간이었다..	1
1점도 아까운데? 무슨 일본사람들은 전부 중2병걸렸나 ㅋㅋ	0
원표 캐릭터 맘에 안들어~ ㅎㅎㅎ 그래도 재밌는데?? ㅎㅎㅎ	1
마하트마의 위대한 삶	1
그냥 선심성 영화구나 싶다	0
b급 액션의 진수.. 깨알같은 까메오들과.. 잔웃음.. 거기다가 엠버 허드의 ㅎㄷㄷ한 몸매 어느영화에서나 빛을 발한다.	1
맥가이버 머리 유행했을때 인기폭발 -_-;	1
유승준 나와서 가위춤이라도 나올까하며 기대하며 본 1人	0
한마디로 3류 쒸레기영화	0
이런 씹존잼 영화에게 거지같은 평점을 안겨주는 놈들.	1
어머니의 감사함을 알 수 잇는 영화 감동 받앗어 ㅠㅠ	1
1996년도에 이런 영화가 나왔다는 자체가 충격..	0
진짜 재미없다 북한애는 왜 나오는거야 ;;; 북한애가 남한애들보다 스타일도 겁나좋아ㅋㅋㅋㅋㅋㅋ	0
아오 시/발 마이너스 못주냐?	0
10점도 부족한 최고의 영화	1
연출 시나리오 연기등등 소재를 제외한 어느것 하나 멍청하지않은 것이 없는 영화감독은 이런영화를 만들어냈다는 자괴감이 들 법하지만더 무서운 사실은 북미에서의 흥행에 힘입어 2편까지만들어졌다는 것..근 몇년간 최악!! 에단호크가 아깝다	0
아주 조용하고 예쁘게 많은 말을 하고있는 영화. 추천하고 싶은 영화입니다.	1
최악 별 반개도 아까움. 이걸보느니 플라이미투더문 빨파안경 버전을 보겠다	0
솔직히 생방간애들은 다챙겨줘야지	0
쓰레기 반공영화를 명작이라 하는 저 밑의 인간 혹시 군간부들??	0
지금 한일 감정 안 좋은데 우익 배우 앞세워서 한국에 개봉하겠다는 패기.. ㄷㄷ	0
못보신분은꼬옥보세여	1
웰메이드 드라마... 시청률과 비교한다면 하얀거탑이 생각남.. 드라마의 작품성에 비해 시청률이 이상한 드라마	1
진짜 한마리만 키우고싶다 너무 귀여워..ㅠ	1
구필버그보소 ㅋㅋㅋㅋ	0
영화 논리대로 이상적인 유토피아를 예상하면 지꼴리는대로 하는 그냥 1차원적인 힘이 강한 놈이 약한놈들 군림하는 사회를 말한다. 학교 일진/빵셔틀 생각하면 되겠네. 나도 가진놈들 더러운면을 좋아하지 않는 사람이지만 이건 정말 개똥철학이다.	0
억지감동없이 감동적인 영화를 얼마만에 보는지 모르겠다훈훈한결말도 좋고...	1
어줍잖은 액션에 시덥잖은 개똥철학.	0
아 이 평점은 뭐야?	0
아무리 싸움구경이 재밌다고는 하지만.. 상대도전자한테 막말하는걸 그렇게 대놓고 방송에 내보내나요?해당 도전자의 가족이 봤다고 생각해보세요 아무리 경쟁이 치열한 서바이벌이라도 서로에 대한 예는 갖춰야죠 진땅 싸움판 그 것밖에 안되는 프로그램인가요?	0
마지막에 시리얼 손으로 집어 먹을때 빵 터졌네요 ㅎㅎ	1
이게최하라서 이거라도준다...이게영화냐ㅜㅜ	0
초반은 지루한감이 있었지만 마지막 엄청나다	1
힐러 진짜 재밌고 기황후때부터 지창욱 좋아했는데 더 좋아진다~~~~^^	1
진연희누나 너무예뻐요♡♡ ps) 영화는 그닥ㅎ	1
눈으로 말하듯 화면으로 말하는 감동과 재미가 아주 좋습니다. ^^	1
닥터후가본작이고 토치우드가 후속작아닌가요? =ㅅ=	1
우워우워우워우워우워우워워워워	1
누구에겐 그토록 바라던 인간의 삶을 우리는 얼마나 치열하게 잘 살고 있는걸까	1
야! 이 영화 누가 만들었어?? 해리포터 주문을 그대로 배껴? 인터넷에 아구아멘티, 크루시오, 아파레시움등 쳐봐! 이거 다 해리포터 주문임! 님들 , 못 믿겠어? 그러면 해리포터 책이나 영화 시리즈 끝까지 봐봐? 완전 표절영화임!	0
느와르라고 하기에는 뮌가 좀 부족해 보였어요.	0
웃으며 영화찍는 모습에 소름끼친다...	0
정말 X레기 영화다..	0
아 내가가 이걸 2번이나 봤다 너무 재미있어서 ㅋㅋ	1
왜나왓니 ㅜㅜ 왜나왓어 ㅜㅜ	0
통편집으로 3분짜리 단편으로 내놨으면 그나마 하나라도 건졌을 영화...아니 동영상...	0
이런 영화 영화라고 취급하는 사람이 이상하다	0
최악의 작품성을 보여준다..오락물로서의 재미도 없다	0
처음부터 끝까지 이하나는 예뻣다.... 하지만 드라마는 1점	0
평점이 너무 높아서 조절.. 어린이가 좋아할 만한 내용..	0
이제 광산에서도 이 짓거리를 봐야 한다	0
재미 더럽게없다..1점준거중 한국 예능프로는 죄다 10점주는 매미OO있네	0
쓰레기영화.. 영화채널에서도 다시는 안봤으면..	0
독립 영화 갔다 참 재미도 없을 뿐더러 이해하고 못하고 떠나서 과부 두명의 아줌마들과의 사이에서 홀로갈등 하는 시간이 지루함	0
진짜 망작이다. 소재는 좋은데 스토리 개연성도 말이 안되고 보는 내내 불쾌했다	0
멋진 영화를 한국 제목이 망치는 격.	1
감독이 장애 어울리지도 않는 뮤지컬을 하고있어	0
데이빗 핀처의 연출은 그때도 남달랐다.	1
내가 지금까지 한국영화 보면서 최고좋는 영화입니다. 스토리 대단히 어느 살인사건에 작품대단히 최고 다양하게 영화드라마 봤지만 잘만들었다. 10점 간다.	1
ㅆ	1
재밌네~^^	1
재밌습니닿ㅎㅎ스페인 역사를 알고 가면 더 좋을꺼 같네요...ㅎㅎㅎㅎㅎ 단순히 영화만 보시면 안되구~ 주인공들이 상징하는 것과 내용들을 잘 이해하셔야 합니닿ㅎㅎㅎㅎㅎㅎ	1
완벽한 명화... 우울한 런던 뒷골목 영웅 이야기... 개인적으로 너무 맘에 들어 수십번 본 영화... 평점이 낮아 속상함 ㅠㅠ 제가 이상한 건가.. ㅠㅠ 암튼 내가 본 수많은 영화 중 최고의 톱클라스 명화 !!!!	1
단순 스릴러물인 줄 알고 보면 오산! 연출 카메라워크 다 맘에 듬. 발연기로 유명한 후카다 쿄코가 이 작품에선 나름 진가를 발휘함.	1
홍콩 느와르의 영웅 유덕화가 홍콩과 마카오에서 촬영한 멋진 작품으로 오천련은 동양의 아름다움을 보여주고 유덕화는 동서양 혼혈의 이국적인 매력을 보여준다.	1
지루하고 재미는 별로...	0
이전 슬래셔 무비를 많이 베꼈고 못생긴 인물이 많은데 포스터의 뽀샵질은 예술이다	0
참 재미없고요김희선씨 사회 정말 못보네요..	0
또보고싶음	1
이전의 모든 시리즈를 보지 않았다면 벨라가 뱀파이어가 되었을 때의 통쾌한 기분을 느끼지 못할 것이다. 말 그대로 화려하게 마무리를 장식했다. 모든 면에서 시리즈 중 가장 뛰어났고 시간 가는 줄 모르고 재미있게 봤다. 역시 달려온 보람이 있었다.	1
이걸 끝까지 참고 다 본 내가 더 무섭다	0
너무너무 좋아요.. 마치 내가 그곳으로 여행온기분..	1
말이 필요없다.정말 최고의 명작이다.	1
뻔하지않는결과를가진영화가얼마나많은가?영화를보고기분이안좋다고평정을낮게주다니그러면결말에서여자가탈출못하고남자들한테강간당하고죽어야지뻔하지않는결말인가?그러면여자죽었다고또평점을낮게줄건가?도데체평점과리뷰를하는사람들은무슨생각을가지고평점을주는지알수가없다	1
엄마 생각에 많이 울었던 영화. 딸과 엄마란 소재 그간 너무 많이 다뤄져 자칫 진부할 수 있는 소재지만, 오히려 지금의 일상속에 감춰진 엄마의 소중한 사랑을 다시 깨닫게 만든 영화. 엄마한테 잘해야지..	1
이건 뭐~	0
이런건 전라도 분들이나 보세요	0
재밌었따.	1
역시 이 영화는 마지막 반전이 짱..설경구가 딸 만났을때 헐..그때의 그 충격이란...다시 한번 봐야지	1
깔깔 이건막장 역쉬 이소룡의무술실력은아니지만케이토의무술실력 괜찮은 듯	1
나하고 안맞는건지 설정은 그렇다쳐도 풀어나가는 모습은 딱 어린이용.	0
흠 좀 그렇던데	0
진짜재미도없고 시간만 낭비했네요	0
빌머레이의 굳은 표정에 모든것이 살아있다.. 짐자무시 최고!	1
스릴있고 재밌었음. 결말 슬픔...	1
이런 영화는 몇 점을 줘야 할까.	0
강렬한 볼거리에 영화적 약점은 희석된다	0
ㅅOO	1
이런..생각없고 개성 없는 여주는 보다보다...제발 빨리 끝나기를..막장이라기에도 아깝다.	0
시작 후 30분까진 뭔가 뻔하면서도 재미 있었다..30 분 후,주인공이 출소 후 5년만에 그 여자 다시 만나면서돈뿌리는 장면... 거기서 그냥 나왔다..뻔하지만 가끔 감동을 주는 영화도 있기에,30분을 투자했건만..후회한다..	0
1편의 흥미로운 캐릭터를 못살린~~~~~점~~~이것도 잼나다는 한심한 사람이 있다는 ~~~~~점!!!	0
시걸의 영화인데 무얼 더 바라겠는가	0
브라질을 완벽하게 담아낸 영화. 특히나 beautiful creatures 라는 음악이 나오는 장면은 정말 압도적으로 멋집니다. 그야말로 아름다운 생명체들의 아름다운 춤... ost도 단연 걸작. 그리고 꼭 자막으로 보세요.	1
신춘수의 과욕은 여기서 부터...	0
전쟁의 아픔을 시적언어로 승화시킨 명작! 반세기가 지나도 고스란히 전달되는 감동!	1
4번째로 보니 남자의 인생이 보이네요. 로버트는 더 힘들게 애잔함을 견디며 추억속에 살았을것같네요. 외롭지 않다는 그의 말...모두를 사랑한다는 그의 말...결국 그도 한 사람 그리며 한 사람만 사랑하네요	1
허술한 스토리, 허술한 연출, 약한 공포. 왜 이 영화를 제작했는지 의문을 품는다.	0
재미없다 아주재미없다	0
이게 뭐야.. 공포도 아니고 좀비도아니고... 현대 물질적 이타적 인 모습을 영화에 담은것 같은데... 그걸떠나 재미가 없다	0
이명작이b급7급공무원이랑 같은 점수라니ㅡㅡ9점짜리 영화입니다	1
21세기 최고의 영화 I'm Still Here는 평생에 한번쯤 들어야된다	1
착한사람의 몸에 들어가 행복해지고 몸의 주인은 코마?	0
마블코믹 팬이고, 주인공들도 마음에 들고, 주제곡 또한 락이라서 좋아합니다. 그래서 그나마 4점 주는겁니다 무슨 의도인지 알겠죠?;;;; 에효;;	0
이거 3d로 개봉 한다던데.. 언제하죠?..	1
아 진짜ㅋㅋ어처구니 없는 스토리덕에 많이 웃었네요. 사토코이치의 대 활약	1
10년전에 보나 지금보나 똑같이 유쾌하고 엽기적인 콩가루집안 이야기..이범수 짱ㅋㅋ	1
이 영화속의 @죽음@보다 더 진짜같은@죽음@을 나는 본적이 없다...배우가 연기하는게 아니라,마치 진짜,죽음이 다가오는것만 같은 느낌.일본만화걸작데스노트에도 깊은 영향을 끼쳤으며,막스 폰 시도우가 끝없이 시덥지 않은 엔터테인먼트영화들에 불려다니는 이유	1
개그나 제대로 해줬으면	0
이영화를 끝까지 보기엔 내 인내심이 좀 부족했다	0
잔잔한 영상으로 시각과 청각을 힐링시켜준건 좋았으나 딱 20,30대 여성들이나 좋아할법한 진부한 스토리와 젊은 여자들의 로망 유럽 파리배경 늙고 한물간 여주에게 하늘에서 뚝떨어진 존잘 능력남 남주 배경 유럽 배우 일본인만 다른 흔한 김치드라마 스토리	0
이래서 이런 영화는 최신순으로 댓글을 보는거다.	0
타짜의 박감독 에게 책을 극으로 옮길때의 포인트를 배우자...	0
잣같은영화 쌈마이배우 별 반쪽도 아깝다ㅋㅋㅋㅋ쓰레기다 아 ㅆㅍ 돈아까워ㅠㅠ	0
파키스탄,방글라데시등 이슬람권에서 한국 여성들 임신시켜서 국적얻는다는데 차라리 그걸 소재로 영화만든는게 어떨까? 불법체류자나 외국인 노동자들 범죄를 저지르면 그걸 비호하는 외국인 인권단체가 있는한은 안 될꺼야 주변에 외노자보임 신고나 철저히 하자	0
기대안하고봐서 다행이다..	0
귀에 익은 목소리들!! 아이들이 정말 좋아할것같다~라빈목소리는 최고~!	1
시종일관 음울한 분위기와 기괴한 사운드. 대작. 역작. 명작.	1
영화판 가십걸,.	0
하고픈 얘기는 많았지만, 이리저리 뒤섞여 어지럽기만 한 열거	0
디렉션은 뭐고 연기는 뭐고 미장센은 뭘까요???? 어설픈 연기들로 몰입이 전혀 안되네요	0
눈이 너무 아프고 노잼쓰	0
종로 피카소 극장에서 만난 보석같은 이자벨 아자니..매력적인 영화 포스터는 한때 내 방에 걸려있었다. 이자벨 아자니만큼 신경쇠악에 걸린 여자를 잘 표현할 배우가 있을까?그래도 이 영화에서는 귀여운 신경쇠악이었다. 그립다.. 이 배우	1
좀지루함	0
시걸 최고의 작품	1
쇼생크탈출보다 분명한 명작이에요.	1
도발적이지도 강하지도 않는 그저흔한 느낌의 완성도도 떨어지고 지리멸렬한 영화.	0
긴장감의 연속과 깜짝 깜짝 놀라는 반전까지.. 보는 내내 즐거운 영화	1
완전신선함에대박반전에스릴에ㅋㅋㅋ다음드라마들도가끔이렇게신선햇으면좋겠네요ㅋㅋ완전팬임	1
고잉홈만 좋았으므로 1/3해서...	0
로안앳킨슨의 '미스터빈'어리버리 연기가 돋보인 영화! 속편도 잼있음ㅋㅋ	1
별점10점 드립니다아	1
연기와 영화자체의 엄청난 괴리...	0
지금까지 모든 시트콤 중 최고였다	1
아오이 팬과 아름 다운 내용 으로써 정말 강추!!!!!!!!ㅎㅎ	1
박소현~!!!	1
이 영화를 보고 무엇을 느껴야하는가ㅋㅋㅋㅋㅋ	0
진짜 이렇게재밌는드라마는 다시는없을것이다	1
일단. 내생각에 감독이 참이슬 6병은 마시고 영화만든듯 ㅋㅋ	1
6극장을 나서며 가족에게 전화를 걸게 만드는 영화씨네21 | 김혜리 6현재에 충실하라는 말씀씨네21 | 박평식 6돌이킬 수 없는 인생사, 미련 코미디?씨네21 | 유지나 7씨네21 평점은 좀 없어졌으면 좋겠다	1
꽝	0
이런 중후한 명화에서 반전은 '빵'이 아닌 '잼'.. 빵만으로도 구수한데, 잼까지!	1
아들들 재밌게 잘 보고있습니당 유승기화이팅	1
언제나 포켓몬을 즐겨보고 있습니다.정말 재미있고 감동적이구요.포켓몬 화이팅~☆	1
찌개 자기머리에 업히는거 보고 완전 웃었다 ㅋㅋㅋㅋ	1
짱짱!!ㅎㅎ씨엔흥해랏	1
대단하다 16년전 영화.. 브랫핏이 연기를 이렇게 잘했구나,를 알게됨. 초반 카페남+저승사자모드+사랑에빠진모드 3가지가 세심하게 드러난다. 졸리는 전생에 나라를구했나봄. 여주인공도 볼수록 매력적.. 지금은유치할수도있는 스토리지만 완벽하게 잘 완성된영화	1
잔혹한 고어장면이 많지만 외면할수 없었다. 올해 최고의 캐웃긴 영화!! 강추.	1
이 영화를 보고 주인공 여배우가 av 출신일것을 알게됬다.	1
수라왕 슈라토가 생각 나는군	0
에이미 아담스 작품중 최고의 연기를 보았다..	1
이 영화는 별로인것 같이요...	0
처음엔 따뜻하고 훈훈한 드라마인것같아 좋았는데 이해안되는 설정들이 있어서 솔직히 짜증나네요...거기에 건욱이의 발연기까지 거슬려서왕짜증!!! 연기연습좀하길....	0
가슴아프도록 슬픈 세남녀의 사랑이야기...	1
정말 감동적인 드라마.	1
어색한 부분도 있었지만 분명 당시엔 최고였다...	1
크리스토퍼 놀란 감독의 배트맨 시리즈와 비교 해 보면 딱히 감동, 유머, 몰입도 모든 면에서 수준 이하. 케릭터 자체가 인간적인 매력이 없어서인지 공감도 잘 안됨. 히어로를 완성시키는 악동 또한 임팩트 떨어짐.	0
보고 또 봐도 더 보고 싶은.... 박신양님의 매력에 푹 빠져버리게 한 작품!!!!!	1
킬링타임으로 좋네 재미짐	1
맥스 페인과 더불어 게임 원작을 망친 망한 영화 절대 비추	0
감독 : 영화라고 ? 웃기지마 < 개막영화 파이널> - 장근석 왜죽어 샹아차야	0
왜 생각보다평점이 높은줄 몰랏다 정말 유치한 영화인줄알앗는데 볼만햇다추억과 과거가 생각나는 영화이기도하다	1
김강우 나와서 4점 후하게 준다. 숨바꼭질이나 이런 답답한 영화 왜 만드나?	0
자신의 능력을 제대로 발휘하는 작품을 못만난 빈디젤	0
시간낭비.. 뒤에는 좀 괜찮겠지 하며 기대하며 봤는데 뒤는 더 허접하네요!	0
그래도 장백지 때매 반개나마 드림 ㅋㅋㅋ	0
사이다를 가장한 설탕물같은 아마추어리즘의 진수	0
헐...개인적으로 난 너무 재미있게 봤는데.... 생각나서 오랜만에 검색해서 들어와보니 평점이 심각하게 낮네요.... 충격.... 내가 안목이 좁은건가. 난 정말 재미있게 봤어용... 배우들 다 연기잘해서 몰입감도 완전 괜찮았는데 .	1
평점 조절	0
MDB(미국)평점 8.4 떠우빤(중국)평점 9.1 네이버평점 7.5??? why??? anyway , the music is epic! very fine view!	1
정신 산란해....	0
이영화를 본후 감독님의 감수성에서 몇일동안 헤어나올수 없었는데..이제 편히 쉬세요	1
약간의 억지스런 이야기 전개가 있지만, 두 주인공의 험악한 장난이 볼거리	0
오랜만에 '감성'이란걸 느끼게 해준 고마운영화	1
영화같았어요 액션씬도 좋아구요	1
술먹고 본후 오바이트한 유일한 영화 처음 10분도 채 못보고 토해냈다	0
